Datetime (date and time of sample collection),Days since 741001,"Sample Time Window, days","Flow, CFS","SS, mg/L (suspended solids)","TP, mg/L as P","SRP, mg/L, as P","NO23, mg/L as N","TKN, mg/L (Total Kjeldahl nitrogen)","Chloride, mg/L","Sulfate, mg/L","Silica, mg/L","Conductivity, μmho","Future, NA",Month,,,,
10/23/1985 19:00,4040.79167,1,180,32.3,0.145,0.007,2.26,1.09,45.1,-9,-9,-9,,10,,,,
10/24/1985 19:00,4041.79167,1,134,23.1,0.127,0.001,1.66,1.05,48.1,-9,-9,-9,,10,,,,
10/25/1985 19:00,4042.79167,1,111,20.8,0.111,0,1.02,0.99,49.1,-9,-9,-9,,10,,,,
10/26/1985 19:00,4043.79167,1,98,20,0.098,0,0.92,1.07,49.5,-9,-9,-9,,10,,,,
10/27/1985 19:00,4044.79167,0.88,93,23.9,0.097,-0.001,0.76,1.05,49.7,-9,-9,-9,,10,,,,
10/28/1985 13:00,4045.54167,0.5,93,18.6,0.098,-0.001,0.81,1.09,49.7,-9,-9,-9,,10,,,,
10/28/1985 19:00,4045.79167,0.63,90,16.4,0.07,-0.007,0.75,0.88,54.3,-9,-9,-9,,10,,,,
10/29/1985 19:00,4046.79167,1,86,12.4,0.076,-0.008,0.66,0.98,51.6,-9,-9,-9,,10,,,,
10/30/1985 19:00,4047.79167,1,86,14.2,0.08,-0.009,0.5,1.1,53.1,-9,-9,-9,,10,,,,
10/31/1985 19:00,4048.79167,1,83,24.3,0.083,-0.01,0.39,1.18,54.1,-9,-9,-9,,10,,,,
11/01/1985 19:00,4049.79167,1,83,35.8,0.1,-0.01,0.12,1.29,54,-9,-9,-9,,11,,,,
11/02/1985 19:00,4050.79167,1,79,16.1,0.083,-0.01,0.28,1.06,53.4,-9,-9,-9,,11,,,,
11/03/1985 19:00,4051.79167,0.88,120,20.6,0.086,-0.01,0.46,0.91,55,-9,-9,-9,,11,,,,
11/04/1985 13:00,4052.54167,0.5,691,116,0.24,-0.01,0.99,1.07,54.7,-9,-9,-9,,11,,,,
11/04/1985 19:00,4052.79167,0.63,1210,88.6,0.19,0.043,2.93,1.13,55.9,-9,-9,-9,,11,,,,
11/05/1985 19:00,4053.79167,1,2420,89.1,0.279,0.045,6.67,1.59,50,-9,-9,-9,,11,,,,
11/06/1985 19:00,4054.79167,1,2680,86.9,0.308,0.05,8.23,1.66,43.5,-9,-9,-9,,11,,,,
11/07/1985 19:00,4055.79167,1,1740,52.3,0.262,0.048,7.7,1.41,46.3,-9,-9,-9,,11,,,,
11/08/1985 19:00,4056.79167,1,1470,39.1,0.215,0.037,7.51,1.16,48.8,-9,-9,-9,,11,,,,
11/09/1985 19:00,4057.79167,1,936,34.2,0.186,0.031,7.05,1.2,46.1,-9,-9,-9,,11,,,,
11/10/1985 19:00,4058.79167,0.88,1110,39.3,0.179,0.032,7.13,1.1,46.2,-9,-9,-9,,11,,,,
11/11/1985 13:00,4059.54167,0.5,4050,132,0.311,0.031,7.14,1.65,42.2,-9,-9,-9,,11,,,,
11/11/1985 19:00,4059.79167,0.25,4690,189,0.389,0.026,7.42,1.59,38.4,-9,-9,-9,,11,,,,
11/12/1985 01:00,4060.04167,0.5,4910,254,0.5,0.024,7.3,1.95,34.8,-9,-9,-9,,11,,,,
11/18/1985 19:00,4066.79167,0.5,4660,184,0.416,0.051,5.26,2.05,27,-9,-9,-9,,11,,,,
11/19/1985 19:00,4067.79167,1,2680,125,0.323,0.031,5.25,1.58,28.2,-9,-9,-9,,11,,,,
11/20/1985 19:00,4068.79167,1,1730,91.9,0.26,0.025,5.61,1.22,30.3,-9,-9,-9,,11,,,,
11/21/1985 19:00,4069.79167,1,1290,66.2,0.213,0.032,5.55,1.12,32.3,-9,-9,-9,,11,,,,
11/22/1985 19:00,4070.79167,1,1010,47.4,0.173,0.028,5.58,0.96,34.4,-9,-9,-9,,11,,,,
11/23/1985 19:00,4071.79167,1,871,32.6,0.149,0.028,5.48,0.95,35.8,-9,-9,-9,,11,,,,
11/24/1985 19:00,4072.79167,0.88,748,28.6,0.137,0.027,5.31,0.78,36.8,-9,-9,-9,,11,,,,
11/25/1985 13:00,4073.54167,0.5,662,18.2,0.123,0.026,5.23,0.74,37.9,-9,-9,-9,,11,,,,
11/25/1985 19:00,4073.79167,0.63,653,25.6,0.113,0.049,5.3,0.77,39.7,-9,-9,-9,,11,,,,
11/26/1985 19:00,4074.79167,0.63,1170,47.6,0.161,0.05,6.14,1.08,42.6,-9,-9,-9,,11,,,,
11/27/1985 01:00,4075.04167,0.25,2300,151,0.296,0.043,6.27,1.33,37.6,-9,-9,-9,,11,,,,
11/27/1985 07:00,4075.29167,0.25,5210,220,0.432,0.044,5.09,1.89,31.4,-9,-9,-9,,11,,,,
11/27/1985 13:00,4075.54167,0.25,7290,311,0.526,0.039,4.8,1.97,28.9,-9,-9,-9,,11,,,,
11/27/1985 19:00,4075.79167,0.25,7830,518,0.823,0.032,4.22,2.85,22.4,-9,-9,-9,,11,,,,
11/28/1985 01:00,4076.04167,0.25,7620,429,0.788,0.047,4.06,2.37,21.5,-9,-9,-9,,11,,,,
11/28/1985 07:00,4076.29167,0.25,7470,464,0.789,0.052,3.96,2.78,20.7,-9,-9,-9,,11,,,,
11/28/1985 13:00,4076.54167,0.25,8050,404,0.756,0.045,4.03,2.51,21.1,-9,-9,-9,,11,,,,
11/28/1985 19:00,4076.79167,0.25,8970,358,0.698,0.034,4.03,2.8,20.2,-9,-9,-9,,11,,,,
11/29/1985 01:00,4077.04167,0.25,9240,337,0.67,0.025,3.79,2.43,19.3,-9,-9,-9,,11,,,,
11/29/1985 07:00,4077.29167,0.25,9190,281,0.631,0.032,3.67,2.37,19.2,-9,-9,-9,,11,,,,
11/29/1985 13:00,4077.54167,0.25,8900,283,0.595,0.036,3.74,2.24,18.7,-9,-9,-9,,11,,,,
11/29/1985 19:00,4077.79167,0.63,8650,237,0.58,0.038,3.61,2.13,19.5,-9,-9,-9,,11,,,,
11/30/1985 19:00,4078.79167,1,6970,141,0.433,0.033,3.9,1.67,19.8,-9,-9,-9,,11,,,,
12/01/1985 19:00,4079.79167,0.88,4120,91.7,0.319,0.021,4.38,1.35,23.3,-9,-9,-9,,12,,,,
12/02/1985 13:00,4080.54167,0.5,3850,97.8,0.294,0.025,4.57,1.56,26,-9,-9,-9,,12,,,,
12/02/1985 19:00,4080.79167,0.25,3400,162,0.396,0.025,4.58,1.29,25,-9,-9,-9,,12,,,,
12/03/1985 01:00,4081.04167,0.25,2900,186,0.402,0.028,4.45,1.66,25.2,-9,-9,-9,,12,,,,
12/03/1985 07:00,4081.29167,0.25,2480,139,0.394,0.027,4.37,1.63,24.9,-9,-9,-9,,12,,,,
12/03/1985 13:00,4081.54167,0.25,2130,172,0.391,0.021,4.39,1.43,24.8,-9,-9,-9,,12,,,,
12/03/1985 19:00,4081.79167,0.63,1900,134,0.394,0.022,4.49,1.43,25.6,-9,-9,-9,,12,,,,
12/04/1985 19:00,4082.79167,1,1290,63.7,0.284,0.022,4.55,1.17,27.9,-9,-9,-9,,12,,,,
12/05/1985 19:00,4083.79167,1,884,38.8,0.207,0.024,4.66,0.93,31.1,-9,-9,-9,,12,,,,
12/06/1985 19:00,4084.79167,1,712,32.1,0.17,0.019,4.7,0.9,33.9,-9,-9,-9,,12,,,,
12/07/1985 19:00,4085.79167,1,597,39.1,0.163,0.02,4.73,0.75,36.1,-9,-9,-9,,12,,,,
12/08/1985 19:00,4086.79167,0.88,545,28.7,0.138,0.017,4.74,1.01,38,-9,-9,-9,,12,,,,
12/09/1985 13:00,4087.54167,0.5,519,18.7,0.128,0.01,4.78,0.77,38.3,-9,-9,-9,,12,,,,
12/09/1985 19:00,4087.79167,0.63,511,25.5,0.116,0.008,4.5,0.48,35.8,-9,-9,-9,,12,,,,
12/10/1985 19:00,4088.79167,0.63,819,24.9,0.141,0.015,4.72,0.6,35.8,-9,-9,-9,,12,,,,
12/11/1985 01:00,4089.04167,0.25,2220,105,0.24,0.021,5.15,1.03,34.7,-9,-9,-9,,12,,,,
12/11/1985 07:00,4089.29167,0.25,3370,268,0.517,0.03,4.73,1.85,27,-9,-9,-9,,12,,,,
12/11/1985 13:00,4089.54167,0.25,5010,244,0.522,0.025,4.74,1.88,22.3,-9,-9,-9,,12,,,,
12/11/1985 19:00,4089.79167,0.25,7350,240,0.499,0.027,4.18,1.85,19.4,-9,-9,-9,,12,,,,
12/12/1985 01:00,4090.04167,0.25,9940,252,0.517,0.023,3.98,1.63,19.2,-9,-9,-9,,12,,,,
12/12/1985 07:00,4090.29167,0.38,11100,263,0.566,0.033,3.76,1.73,16.8,-9,-9,-9,,12,,,,
12/12/1985 19:00,4090.79167,0.75,11000,180,0.511,0.035,3.72,1.6,16.1,-9,-9,-9,,12,,,,
12/13/1985 19:00,4091.79167,1,9190,148,0.449,0.022,3.41,1.51,14.9,-9,-9,-9,,12,,,,
12/14/1985 19:00,4092.79167,1,7960,91.8,0.416,0.029,3.46,1.51,14.9,-9,-9,-9,,12,,,,
12/15/1985 19:00,4093.79167,0.88,4310,70.2,0.324,0.023,3.82,1.36,17.6,-9,-9,-9,,12,,,,
12/16/1985 13:00,4094.54167,0.5,2200,32.5,0.265,0.027,4.24,1.1,20.9,-9,-9,-9,,12,,,,
12/16/1985 19:00,4094.79167,0.38,1900,32.1,0.224,0.044,4.78,1.07,21.9,-9,-9,-9,,12,,,,
12/17/1985 07:00,4095.29167,0.5,1410,23.2,0.202,0.028,4.72,1.06,23.4,-9,-9,-9,,12,,,,
12/17/1985 19:00,4095.79167,1,1110,23.4,0.176,0.029,4.9,0.88,25.6,-9,-9,-9,,12,,,,
01/10/1986 13:00,4119.54167,1,370,20.7,0.113,0.01,3.5,1.06,49.4,-9,-9,-9,,1,,,,
01/10/1986 19:00,4119.79167,0.63,370,4.1,0.098,0.012,3.35,0.97,48.9,-9,-9,-9,,1,,,,
01/11/1986 19:00,4120.79167,1,360,0.9,0.097,0.01,3.07,0.92,46.1,-9,-9,-9,,1,,,,
01/12/1986 19:00,4121.79167,0.88,350,1.6,0.103,0.015,3.29,0.86,50.8,-9,-9,-9,,1,,,,
01/13/1986 13:00,4122.54167,0.5,350,1.2,0.103,0.014,3.36,0.83,52.3,-9,-9,-9,,1,,,,
01/13/1986 19:00,4122.79167,0.63,350,5.4,0.106,0.043,3.36,0.52,54.6,-9,-9,-9,,1,,,,
01/14/1986 19:00,4123.79167,1,350,5.9,0.098,0.033,3.25,0.59,54.5,-9,-9,-9,,1,,,,
01/15/1986 19:00,4124.79167,1,350,4,0.096,0.04,3.35,0.63,52.8,-9,-9,-9,,1,,,,
01/16/1986 19:00,4125.79167,1,350,3.6,0.102,0.041,3.15,0.67,56.6,-9,-9,-9,,1,,,,
01/17/1986 19:00,4126.79167,1,1000,3.8,0.136,0.051,3.3,0.72,60.8,-9,-9,-9,,1,,,,
01/18/1986 19:00,4127.79167,0.63,2000,66,0.242,0.044,3.16,1.2,51.1,-9,-9,-9,,1,,,,
01/19/1986 01:00,4128.04167,0.25,3500,109,0.334,0.048,2.83,1.51,34,-9,-9,-9,,1,,,,
01/19/1986 07:00,4128.29167,0.25,3500,114,0.345,0.054,3.14,1.47,32,-9,-9,-9,,1,,,,
01/19/1986 13:00,4128.54167,0.75,3500,199,0.433,0.044,3.25,1.99,27.3,-9,-9,-9,,1,,,,
01/20/1986 19:00,4129.79167,0.75,5200,222,0.418,0.015,4.42,1.84,26.4,-9,-9,-9,,1,,,,
01/21/1986 01:00,4130.04167,0.25,3500,217,0.433,0.01,4.33,1.82,25.2,-9,-9,-9,,1,,,,
01/21/1986 07:00,4130.29167,0.25,3500,281,0.495,0.058,4.46,1.9,25.1,-9,-9,-9,,1,,,,
01/21/1986 13:00,4130.54167,0.25,3500,235,0.451,0.018,4.46,1.82,24.2,-9,-9,-9,,1,,,,
01/21/1986 19:00,4130.79167,0.38,3500,133,0.357,0.035,4.69,1.48,25.6,-9,-9,-9,,1,,,,
01/22/1986 07:00,4131.29167,0.5,2800,72.8,0.285,0.01,4.73,1.37,25.9,-9,-9,-9,,1,,,,
01/22/1986 19:00,4131.79167,0.75,2800,67,0.252,0.014,4.86,1.17,26.1,-9,-9,-9,,1,,,,
01/23/1986 19:00,4132.79167,1,2000,43.3,0.209,0.01,5.08,1.12,28.9,-9,-9,-9,,1,,,,
01/24/1986 19:00,4133.79167,1,1600,30.1,0.173,0.008,4.96,1.01,28.7,-9,-9,-9,,1,,,,
01/25/1986 19:00,4134.79167,1,1100,23,0.154,0.011,5.17,0.89,32.4,-9,-9,-9,,1,,,,
01/26/1986 19:00,4135.79167,0.88,896,15.6,0.133,0.011,5.06,0.84,33.4,-9,-9,-9,,1,,,,
01/27/1986 13:00,4136.54167,0.5,1200,15.5,0.13,0.019,4.96,0.73,33.6,-9,-9,-9,,1,,,,
01/27/1986 19:00,4136.79167,0.63,1200,34.8,0.135,0.026,5.3,0.77,37.2,-9,-9,-9,,1,,,,
01/28/1986 19:00,4137.79167,1,2000,15.4,0.172,0.036,5.48,0.78,39.5,-9,-9,-9,,1,,,,
01/29/1986 19:00,4138.79167,1,1600,8.3,0.166,0.041,5.43,0.78,40.7,-9,-9,-9,,1,,,,
02/03/1986 19:00,4143.79167,1,2000,68.2,0.21,0.025,4.42,1.37,32.7,-9,-9,-9,,2,,,,
02/04/1986 07:00,4144.29167,0.5,4000,58.4,0.238,0.029,4.77,1.24,38.5,-9,-9,-9,,2,,,,
02/04/1986 19:00,4144.79167,0.38,4000,208,0.394,0.023,5.29,1.55,35,-9,-9,-9,,2,,,,
02/05/1986 01:00,4145.04167,0.25,9520,352,0.541,0.021,5.15,2.26,27.2,-9,-9,-9,,2,,,,
02/05/1986 07:00,4145.29167,0.25,11400,394,0.614,0.021,5.05,2.36,21.7,-9,-9,-9,,2,,,,
02/05/1986 13:00,4145.54167,0.25,12200,358,0.591,0.025,5.06,2.06,19.2,-9,-9,-9,,2,,,,
02/05/1986 19:00,4145.79167,0.25,12400,296,0.53,0.025,5.19,1.9,18,-9,-9,-9,,2,,,,
02/06/1986 01:00,4146.04167,0.25,12100,249,0.496,0.023,5.32,2.06,17.8,-9,-9,-9,,2,,,,
02/06/1986 07:00,4146.29167,0.38,11400,215,0.458,0.026,5.4,2.1,18.3,-9,-9,-9,,2,,,,
02/06/1986 19:00,4146.79167,0.5,10200,190,0.441,0.021,5.23,2.03,18.2,-9,-9,-9,,2,,,,
02/07/1986 07:00,4147.29167,0.5,9600,162,0.42,0.022,4.92,1.97,17.7,-9,-9,-9,,2,,,,
02/07/1986 19:00,4147.79167,0.5,9140,142,0.39,0.023,4.93,1.79,17.8,-9,-9,-9,,2,,,,
02/08/1986 07:00,4148.29167,0.5,7960,115,0.336,0.02,5.1,1.63,18.3,-9,-9,-9,,2,,,,
02/08/1986 19:00,4148.79167,0.75,6490,85.6,0.301,0.022,5.26,1.37,19.7,-9,-9,-9,,2,,,,
02/09/1986 19:00,4149.79167,0.88,3710,66,0.252,0.02,5.51,1.21,25,-9,-9,-9,,2,,,,
02/10/1986 13:00,4150.54167,0.5,2170,46.2,0.218,0.019,5.38,1.03,25.9,-9,-9,-9,,2,,,,
02/10/1986 19:00,4150.79167,0.38,1930,60.7,0.173,0.011,5.34,1.08,26.1,-9,-9,-9,,2,,,,
02/11/1986 07:00,4151.29167,0.5,1520,52.9,0.176,0.013,5.37,0.89,27.1,-9,-9,-9,,2,,,,
02/11/1986 19:00,4151.79167,0.5,1360,48.2,0.155,0.015,5.36,0.92,29,-9,-9,-9,,2,,,,
02/12/1986 07:00,4152.29167,0.5,1260,45.6,0.151,0.019,5.36,0.82,35.9,-9,-9,-9,,2,,,,
02/12/1986 19:00,4152.79167,0.75,795,43.7,0.137,0.017,5.5,0.88,33.1,-9,-9,-9,,2,,,,
02/13/1986 19:00,4153.79167,1,606,35.5,0.122,0.019,5.52,0.68,35.2,-9,-9,-9,,2,,,,
02/14/1986 19:00,4154.79167,1,949,30.9,0.11,0.018,5.29,0.67,34.9,-9,-9,-9,,2,,,,
02/15/1986 19:00,4155.79167,1,503,25.1,0.102,0.018,5.11,0.62,35.8,-9,-9,-9,,2,,,,
02/16/1986 19:00,4156.79167,0.88,439,23.1,0.099,0.017,4.97,0.64,38.3,-9,-9,-9,,2,,,,
02/17/1986 13:00,4157.54167,0.5,471,24.6,0.094,0.018,4.91,0.59,41.6,-9,-9,-9,,2,,,,
02/17/1986 19:00,4157.79167,0.63,503,6.9,0.083,0.028,4.17,0.5,42,-9,-9,-9,,2,,,,
02/18/1986 19:00,4158.79167,0.75,4380,108,0.239,0.039,3.93,0.88,38.2,-9,-9,-9,,2,,,,
02/19/1986 07:00,4159.29167,0.38,7590,256,0.385,0.034,3.33,1.44,21.3,-9,-9,-9,,2,,,,
02/19/1986 13:00,4159.54167,0.25,8050,238,0.397,0.042,3.64,1.46,21.1,-9,-9,-9,,2,,,,
02/19/1986 19:00,4159.79167,0.38,7890,203,0.366,0.033,3.89,1.05,19.5,-9,-9,-9,,2,,,,
02/20/1986 07:00,4160.29167,0.5,6740,161,0.311,0.027,4.28,1.26,20.3,-9,-9,-9,,2,,,,
02/20/1986 19:00,4160.79167,0.75,5720,127,0.279,0.029,4.39,1.23,21.1,-9,-9,-9,,2,,,,
02/21/1986 19:00,4161.79167,1,6770,145,0.31,0.021,4.75,1.28,22.3,-9,-9,-9,,2,,,,
02/22/1986 19:00,4162.79167,1,5010,93.8,0.269,0.023,4.7,1.33,23.1,-9,-9,-9,,2,,,,
02/23/1986 19:00,4163.79167,0.88,3520,94.9,0.251,0.016,4.66,1.17,26.3,-9,-9,-9,,2,,,,
02/24/1986 13:00,4164.54167,0.44,2380,77.2,0.217,0.02,4.68,1.02,26.5,-9,-9,-9,,2,,,,
02/24/1986 16:10,4164.67361,1,2240,78.9,0.192,0.025,-9,0.98,25.2,-9,-9,-9,,2,,,,
03/03/1986 16:10,4171.67361,1,528,15.7,0.067,0.015,-9,0.6,40.4,-9,-9,-9,,3,,,,
03/03/1986 19:00,4171.79167,0.56,545,16,0.082,0.021,4.71,0.47,42.7,-9,-9,-9,,3,,,,
03/04/1986 19:00,4172.79167,1,563,12.6,0.07,0.017,4.76,0.58,43.1,-9,-9,-9,,3,,,,
03/05/1986 19:00,4173.79167,0.88,691,18.5,0.078,0.017,5.43,0.52,45.3,-9,-9,-9,,3,,,,
03/06/1986 13:00,4174.54167,0.5,1600,63.8,0.14,0.017,5.94,0.84,40.5,-9,-9,-9,,3,,,,
03/06/1986 19:00,4174.79167,0.63,1980,87,0.176,0.011,5.54,0.9,35.1,-9,-9,-9,,3,,,,
03/07/1986 19:00,4175.79167,1,1950,51.3,0.145,0.013,5.01,0.75,34.5,-9,-9,-9,,3,,,,
03/08/1986 19:00,4176.79167,1,1520,50.7,0.155,0.016,5.32,0.78,33.7,-9,-9,-9,,3,,,,
03/09/1986 19:00,4177.79167,0.88,978,45.3,0.14,0.014,5.41,0.77,34.4,-9,-9,-9,,3,,,,
03/10/1986 13:00,4178.54167,0.5,992,41.6,0.12,0.014,5.52,0.79,35.1,-9,-9,-9,,3,,,,
03/10/1986 19:00,4178.79167,0.25,1170,62.3,0.12,0.025,5.48,0.61,41.7,-9,-9,-9,,3,,,,
03/11/1986 01:00,4179.04167,0.25,1830,79.7,0.203,0.023,5.42,0.92,36.5,-9,-9,-9,,3,,,,
03/11/1986 07:00,4179.29167,0.25,4640,283,0.403,0.025,5.07,1.5,37.9,-9,-9,-9,,3,,,,
03/11/1986 13:00,4179.54167,0.25,7000,1080,1.35,0.022,4.58,4.19,27.2,-9,-9,-9,,3,,,,
03/11/1986 19:00,4179.79167,0.25,7290,1360,1.64,0.025,4.42,5.29,22.4,-9,-9,-9,,3,,,,
03/12/1986 01:00,4180.04167,0.25,6570,1230,1.66,0.027,4.33,4.94,23.8,-9,-9,-9,,3,,,,
03/12/1986 07:00,4180.29167,0.25,6050,909,1.42,0.022,4.24,4.41,22.6,-9,-9,-9,,3,,,,
03/12/1986 13:00,4180.54167,0.25,5910,779,1.24,0.029,4.7,4.16,24.6,-9,-9,-9,,3,,,,
03/12/1986 19:00,4180.79167,0.25,6070,723,1.14,0.026,4.7,3.52,25.8,-9,-9,-9,,3,,,,
03/13/1986 01:00,4181.04167,0.25,6260,654,0.675,0.023,4.84,3.63,24.1,-9,-9,-9,,3,,,,
03/13/1986 07:00,4181.29167,0.25,6630,492,0.835,0.024,4.9,3.28,24.5,-9,-9,-9,,3,,,,
03/13/1986 13:00,4181.54167,0.25,8080,436,0.832,0.022,4.77,3.13,23,-9,-9,-9,,3,,,,
03/13/1986 19:00,4181.79167,0.38,9330,473,0.867,0.024,4.67,3.13,21.5,-9,-9,-9,,3,,,,
03/14/1986 07:00,4182.29167,0.5,9140,519,0.853,0.024,4.06,2.6,18.2,-9,-9,-9,,3,,,,
03/14/1986 19:00,4182.79167,0.5,8240,367,0.789,0.022,4.08,2.36,17.9,-9,-9,-9,,3,,,,
03/15/1986 07:00,4183.29167,0.5,7800,399,0.743,0.024,3.81,2.37,18.1,-9,-9,-9,,3,,,,
03/15/1986 19:00,4183.79167,0.5,7410,375,0.732,0.02,3.63,2.68,17.7,-9,-9,-9,,3,,,,
03/16/1986 07:00,4184.29167,0.5,6680,253,0.647,0.025,3.74,2.19,18.1,-9,-9,-9,,3,,,,
03/16/1986 19:00,4184.79167,0.63,5230,217,0.53,0.023,3.82,1.99,18.7,-9,-9,-9,,3,,,,
03/17/1986 13:00,4185.54167,0.5,2920,151,0.407,0.024,4.27,2.23,22,-9,-9,-9,,3,,,,
03/17/1986 19:00,4185.79167,0.63,2400,142,0.306,0.023,4.51,1.52,21,-9,-9,-9,,3,,,,
03/18/1986 19:00,4186.79167,0.75,1550,95.2,0.246,0.024,4.77,1.09,25.1,-9,-9,-9,,3,,,,
03/19/1986 07:00,4187.29167,0.5,1970,134,0.321,0.026,5.36,1.4,32,-9,-9,-9,,3,,,,
03/19/1986 19:00,4187.79167,0.38,5720,470,0.694,0.02,4.23,3.13,22.7,-9,-9,-9,,3,,,,
03/20/1986 01:00,4188.04167,0.25,6490,490,0.747,0.018,3.94,3.08,19.4,-9,-9,-9,,3,,,,
03/20/1986 07:00,4188.29167,0.25,5940,573,0.883,0.018,3.68,3.66,17.5,-9,-9,-9,,3,,,,
03/20/1986 13:00,4188.54167,0.25,5490,581,0.904,0.02,3.58,3.48,16.4,-9,-9,-9,,3,,,,
03/20/1986 19:00,4188.79167,0.25,5230,626,0.931,0.023,3.62,3.82,16.7,-9,-9,-9,,3,,,,
03/21/1986 01:00,4189.04167,0.25,5010,538,0.869,0.022,3.55,3.24,16,-9,-9,-9,,3,,,,
03/21/1986 07:00,4189.29167,0.25,4640,416,0.815,0.019,3.49,2.66,17.1,-9,-9,-9,,3,,,,
03/21/1986 13:00,4189.54167,0.25,4100,402,0.743,0.019,3.6,2.45,17.5,-9,-9,-9,,3,,,,
03/21/1986 19:00,4189.79167,0.25,3610,351,0.668,0.02,3.62,2.27,18.1,-9,-9,-9,,3,,,,
03/22/1986 01:00,4190.04167,0.25,3120,346,0.631,0.019,3.75,2.42,18.6,-9,-9,-9,,3,,,,
03/22/1986 07:00,4190.29167,0.25,2700,307,0.614,0.02,3.77,2.2,18.5,-9,-9,-9,,3,,,,
03/22/1986 13:00,4190.54167,0.25,2280,271,0.58,0.02,3.95,2.13,19,-9,-9,-9,,3,,,,
03/22/1986 19:00,4190.79167,0.38,1930,225,0.521,0.019,4.08,1.97,20.1,-9,-9,-9,,3,,,,
03/23/1986 07:00,4191.29167,0.5,1460,172,0.41,0.019,4.31,1.31,22.4,-9,-9,-9,,3,,,,
03/23/1986 19:00,4191.79167,0.63,1200,131,0.332,0.019,4.33,-9,23.5,-9,-9,-9,,3,,,,
03/24/1986 13:00,4192.54167,0.5,992,90.1,0.25,0.02,4.43,1.14,26,-9,-9,-9,,3,,,,
03/24/1986 19:00,4192.79167,0.63,936,85.9,0.208,0.013,4.44,1.25,25.6,-9,-9,-9,,3,,,,
03/25/1986 19:00,4193.79167,1,783,27.4,0.178,0.015,4.42,1.23,27.1,-9,-9,-9,,3,,,,
03/26/1986 19:00,4194.79167,1,691,67.9,0.149,0.01,4.43,0.94,28.1,-9,-9,-9,,3,,,,
03/27/1986 19:00,4195.79167,1,644,54.9,0.131,0.007,4.32,0.95,28.7,-9,-9,-9,,3,,,,
04/02/1986 19:00,4201.79167,1,388,29.4,0.083,-0.003,3.07,0.82,37.6,-9,-9,-9,,4,,,,
04/03/1986 19:00,4202.79167,1,366,21,0.075,-0.003,2.79,0.88,38.6,-9,-9,-9,,4,,,,
04/04/1986 19:00,4203.79167,1,388,20.6,0.068,-0.003,2.89,0.88,43.4,-9,-9,-9,,4,,,,
04/05/1986 19:00,4204.79167,1,388,21.7,0.076,-0.003,2.89,1.1,47.4,-9,-9,-9,,4,,,,
04/06/1986 19:00,4205.79167,0.88,381,21.8,0.075,-0.003,4.22,1.07,52.8,-9,-9,-9,,4,,,,
04/07/1986 13:00,4206.54167,0.5,395,26,0.075,-0.003,3.1,1.23,46.5,-9,-9,-9,,4,,,,
04/07/1986 19:00,4206.79167,0.63,417,23.5,0.067,0.001,2.98,1.08,47.3,-9,-9,-9,,4,,,,
04/08/1986 19:00,4207.79167,1,417,26.7,0.072,0.001,2.31,1.09,45.5,-9,-9,-9,,4,,,,
04/09/1986 19:00,4208.79167,1,381,15.5,0.065,0,-9,1.15,45.2,-9,-9,-9,,4,,,,
04/10/1986 19:00,4209.79167,1,353,15.7,0.056,-0.001,2.02,1.13,45.9,-9,-9,-9,,4,,,,
04/11/1986 19:00,4210.79167,1,320,14.2,0.053,-0.001,1.78,1.01,46.2,-9,-9,-9,,4,,,,
04/12/1986 19:00,4211.79167,1,294,18.9,0.058,-0.002,1.72,1.02,46.5,-9,-9,-9,,4,,,,
04/13/1986 19:00,4212.79167,0.88,283,20.7,0.059,-0.002,1.57,1.01,47.9,-9,-9,-9,,4,,,,
04/14/1986 13:00,4213.54167,1,265,17.3,0.062,0,1.49,1.04,48.3,-9,-9,-9,,4,,,,
04/20/1986 13:00,4219.54167,1,326,30.2,0.092,0.001,1.45,1.44,52.1,-9,-9,-9,,4,,,,
04/20/1986 19:00,4219.79167,0.25,403,80.2,0.203,0.006,3.38,1.62,68.9,-9,-9,-9,,4,,,,
04/21/1986 01:00,4220.04167,0.25,1410,216,0.337,0.008,4.27,2.14,45.9,-9,-9,-9,,4,,,,
04/21/1986 07:00,4220.29167,0.25,5010,264,0.361,0.01,4.3,2.57,36.8,-9,-9,-9,,4,,,,
04/21/1986 13:00,4220.54167,0.25,8300,466,0.593,0.02,5.63,3.71,29.8,-9,-9,-9,,4,,,,
04/21/1986 19:00,4220.79167,0.25,9600,518,0.637,0.032,6.9,4.18,22.6,-9,-9,-9,,4,,,,
04/22/1986 01:00,4221.04167,0.25,9580,558,0.728,0.034,7.65,4.17,22.3,-9,-9,-9,,4,,,,
04/22/1986 07:00,4221.29167,0.25,8740,541,0.637,0.031,7.35,4.3,20.7,-9,-9,-9,,4,,,,
04/22/1986 13:00,4221.54167,0.25,7890,424,0.532,0.027,7.56,3.77,21.7,-9,-9,-9,,4,,,,
04/22/1986 19:00,4221.79167,0.25,7200,348,0.541,0.028,7.83,3.64,22.6,-9,-9,-9,,4,,,,
04/23/1986 01:00,4222.04167,0.25,6460,290,0.475,0.036,8.11,-9,23.2,-9,-9,-9,,4,,,,
04/23/1986 07:00,4222.29167,0.38,5780,237,0.458,0.034,8.1,3.04,23.7,-9,-9,-9,,4,,,,
04/23/1986 19:00,4222.79167,0.75,4730,205,0.417,0.031,7.88,2.51,23.8,-9,-9,-9,,4,,,,
